,Country,Variable,Year,Unit,Value
1677,Australia,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,66.04
1678,Australia,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,68.25
1679,Australia,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,70.73
1680,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,518.75
1681,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,520.57
1682,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,534.53
1683,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,561.24
1684,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,578.48
1685,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,557.9
1686,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,584.13
1687,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,565.9
1688,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,597.23
1689,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,607.01
1690,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,573.86
1691,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,569.53
1692,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,543.99
1693,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,548.41
1694,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,522.05
1695,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,505.92
1696,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,489.63
1697,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,491.61
1698,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,515.73
1699,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,497.04
1700,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,496.48
1701,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,491.43
1702,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,489.93
1703,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,524.83
1704,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,553.97
1705,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,576.29
1706,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,591.83
1707,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,595.51
1708,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,612.84
1709,Trinidad and Tobago,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,638.64
1710,Belarus,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,1037.13
1711,Belarus,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,1069.73
1712,Belarus,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,1098.29
1713,Belarus,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,1198.44
1714,Belarus,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,1209.39
1715,Belarus,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,1247.71
1716,Belarus,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,1235.57
1717,Belarus,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,1251.74
1718,Belarus,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,1270.35
1719,Belarus,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,1304.24
1720,Belarus,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,1240.14
1721,Belarus,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,1304.83
1722,Belarus,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,1376.34
1723,Belarus,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,1342.48
1724,Belarus,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,1322.33
1725,Belarus,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,1354.33
1726,Belarus,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,1321.29
1727,Belarus,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,1278.08
1728,Belarus,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,1297.31
1729,Belarus,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,1326.52
1730,Belarus,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,1345.68
1731,Belarus,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,1353.0
1732,Belarus,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,1186.2
1733,Belarus,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,1132.34
1734,Belarus,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,1073.16
1735,Belarus,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,1006.04
1736,Belarus,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,938.91
1737,Belarus,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,900.16
1738,Belarus,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,885.55
1739,Belarus,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,889.44
1740,Ireland,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,416.86
1741,Ireland,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,404.27
1742,Ireland,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,394.34
1743,Ireland,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,388.5
1744,Ireland,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,374.07
1745,Ireland,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,369.81
1746,Ireland,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,353.03
1747,Ireland,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,337.45
1748,Ireland,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,323.13
1749,Ireland,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,311.85
1750,Ireland,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,291.71
1751,Ireland,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,266.57
1752,Ireland,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,249.11
1753,Ireland,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,232.28
1754,Ireland,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,218.59
1755,Ireland,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,204.02
1756,Ireland,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,194.43
1757,Ireland,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,183.75
1758,Ireland,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,175.34
1759,Ireland,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,168.57
1760,Ireland,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,154.84
1761,Ireland,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,153.31
1762,Ireland,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,146.64
1763,Ireland,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,138.06
1764,Ireland,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,128.03
1765,Ireland,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,120.32
1766,Ireland,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,108.35
1767,Ireland,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,101.88
1768,Ireland,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,103.81
1769,Ireland,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,109.71
1770,Lebanon,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,573.83
1771,Lebanon,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,570.92
1772,Lebanon,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,571.38
1773,Lebanon,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,568.79
1774,Lebanon,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,555.4
1775,Lebanon,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,537.91
1776,Lebanon,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,532.99
1777,Lebanon,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,530.36
1778,Lebanon,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,526.67
1779,Lebanon,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,522.98
1780,Lebanon,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,522.73
1781,Lebanon,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,512.9
1782,Lebanon,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,507.27
1783,Lebanon,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,506.49
1784,Lebanon,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,509.42
1785,Lebanon,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,514.74
1786,Lebanon,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,538.09
1787,Lebanon,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,565.59
1788,Lebanon,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,592.33
1789,Lebanon,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,613.0
1790,Lebanon,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,624.48
1791,Lebanon,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,605.68
1792,Lebanon,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,586.41
1793,Lebanon,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,566.06
1794,Lebanon,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,544.42
1795,Lebanon,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,521.6
1796,Lebanon,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,506.75
1797,Lebanon,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,491.59
1798,Lebanon,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,489.29
1799,Lebanon,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,488.1
1800,Spain,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,352.44
1801,Spain,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,340.19
1802,Spain,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,324.89
1803,Spain,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,317.35
1804,Spain,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,311.7
1805,Spain,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,312.57
1806,Spain,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,317.24
1807,Spain,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,320.49
1808,Spain,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,334.45
1809,Spain,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,347.14
1810,Spain,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,338.7
1811,Spain,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,328.09
1812,Spain,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,319.51
1813,Spain,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,310.78
1814,Spain,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,292.73
1815,Spain,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,281.53
1816,Spain,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,266.73
1817,Spain,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,258.53
1818,Spain,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,248.6
1819,Spain,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,236.28
1820,Spain,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,224.46
1821,Spain,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,221.21
1822,Spain,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,218.04
1823,Spain,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,209.61
1824,Spain,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,205.68
1825,Spain,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,205.21
1826,Spain,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,191.33
1827,Spain,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,184.7
1828,Spain,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,187.3
1829,Spain,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,189.99
1830,Singapore,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,377.5
1831,Singapore,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,348.28
1832,Singapore,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,323.93
1833,Singapore,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,306.31
1834,Singapore,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,297.9
1835,Singapore,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,291.2
1836,Singapore,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,284.79
1837,Singapore,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,276.12
1838,Singapore,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,271.6
1839,Singapore,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,260.05
1840,Singapore,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,249.25
1841,Singapore,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,241.67
1842,Singapore,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,234.54
1843,Singapore,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,224.69
1844,Singapore,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,217.53
1845,Singapore,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,205.81
1846,Singapore,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,196.06
1847,Singapore,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,189.96
1848,Singapore,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,183.84
1849,Singapore,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,174.68
1850,Singapore,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,169.16
1851,Singapore,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,170.41
1852,Singapore,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,179.63
1853,Singapore,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,189.41
1854,Singapore,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,198.65
1855,Singapore,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,203.98
1856,Singapore,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,207.48
1857,Singapore,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,211.14
1858,Singapore,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,221.12
1859,Singapore,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,229.53
1860,Ecuador,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,171.35
1861,Ecuador,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,178.28
1862,Ecuador,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,173.3
1863,Ecuador,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,168.2
1864,Ecuador,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,165.65
1865,Ecuador,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,162.49
1866,Ecuador,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,166.53
1867,Ecuador,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,159.36
1868,Ecuador,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,163.47
